Date,Year,Month,Month_Name,Quarter,Day,Day_of_Week,Day_Name,Week_of_Year,Week_of_Month,Is_Weekend,Is_Month_Start,Is_Month_End,Transaction Description,Transaction_Description_Clean,Category,Amount,Type,Is_Income,Category_Avg_Amount,Monthly_Total_By_Category,Previous_Transaction_Amount,Rolling_7day_Avg,Rolling_30day_Avg,Days_Since_Last_Transaction,Cumulative_Spending_By_Category,Transaction_Count_By_Category
2023-11-23,2023,11,November,4,23,3,Thursday,47,4,0,0,0,Republican reduce sort individual trouble.,Republican reduce sort individual trouble.,Travel,1673.06,Expense,0,1059.3611875000001,2208.67,807.55,1223.2942857142857,1425.202,0.0,127402.33,122
2023-11-26,2023,11,November,4,26,6,Sunday,47,4,1,0,0,Stage threat our.,Stage threat our.,Utilities,234.98,Expense,0,935.2482165605096,3194.13,1673.06,1228.4271428571428,1393.3043333333333,3.0,120786.87,128
2023-11-26,2023,11,November,4,26,6,Sunday,47,4,1,0,0,Report agreement sport.,Report agreement sport.,Food & Drink,1963.32,Expense,0,1070.425436241611,1992.57,234.98,1504.7228571428573,1433.5273333333337,0.0,122862.45,115
2023-11-26,2023,11,November,4,26,6,Sunday,47,4,1,0,0,Type look find.,Type look find.,Salary,1601.8,Expense,0,1020.9147260273971,3883.14,1963.32,1277.5514285714287,1464.8873333333333,0.0,106001.5,110
2023-11-26,2023,11,November,4,26,6,Sunday,47,4,1,0,0,Task central dinner.,Task central dinner.,Rent,837.9,Expense,0,982.2750909090909,5718.0199999999995,1601.8,1124.3042857142857,1362.3506666666667,0.0,134354.26,132
2023-11-27,2023,11,November,4,27,0,Monday,48,4,0,0,0,Affect machine.,Affect machine.,Health & Fitness,1226.6,Expense,0,955.2240789473684,2831.7799999999997,837.9,1192.172857142857,1366.6009999999999,1.0,110640.69,115
2023-11-27,2023,11,November,4,27,0,Monday,48,4,0,0,0,Candidate bad real.,Candidate bad real.,Salary,370.71,Expense,0,1020.9147260273971,3883.14,1226.6,1129.7671428571427,1364.9936666666665,0.0,106372.21,111
2023-11-28,2023,11,November,4,28,1,Tuesday,48,4,0,0,0,Cultural allow.,Cultural allow.,Utilities,971.33,Expense,0,935.2482165605096,3194.13,370.71,1029.52,1377.0639999999999,1.0,121758.2,129
2023-11-28,2023,11,November,4,28,1,Tuesday,48,4,0,0,0,Arrive budget education at property.,Arrive budget education at property.,Shopping,886.97,Expense,0,979.205,886.97,971.33,1122.6614285714284,1364.9840000000002,0.0,123420.77,127
2023-11-29,2023,11,November,4,29,2,Wednesday,48,5,0,0,0,Turn day top.,Turn day top.,Other,601.0,Income,1,2726.7279411764707,2994.0,886.97,928.0442857142856,1329.584,1.0,281443.0,105
2023-12-05,2023,12,December,4,5,1,Tuesday,49,1,0,0,0,Ahead certainly second everyone.,Ahead certainly second everyone.,Entertainment,1956.01,Expense,0,1036.1221678321679,2137.25,601.0,978.6457142857142,1300.951,6.0,110182.68,110
2023-12-05,2023,12,December,4,5,1,Tuesday,49,1,0,0,0,Goal talk sit party.,Goal talk sit party.,Health & Fitness,1043.01,Expense,0,955.2240789473684,4354.53,1956.01,1007.9471428571429,1183.1513333333335,0.0,111683.7,116
2023-12-06,2023,12,December,4,6,2,Wednesday,49,1,0,0,0,Attention standard shake more respond.,Attention standard shake more respond.,Rent,871.37,Expense,0,982.2750909090909,2376.72,1043.01,957.2,1123.7303333333334,1.0,135225.63,133
2023-12-08,2023,12,December,4,8,4,Friday,49,2,0,0,0,Top mr wind.,Top mr wind.,Salary,698.04,Expense,0,1020.9147260273971,6162.6900000000005,871.37,1003.9614285714287,1101.014,2.0,107070.25,112
2023-12-09,2023,12,December,4,9,5,Saturday,49,2,1,0,0,Turn surface listen.,Turn surface listen.,Shopping,305.82,Expense,0,979.205,305.82,698.04,908.8885714285714,1087.1326666666666,1.0,123726.59,128
2023-12-09,2023,12,December,4,9,5,Saturday,49,2,1,0,0,Pull blue strong wonder.,Pull blue strong wonder.,Food & Drink,33.17,Expense,0,1070.425436241611,3536.0,305.82,786.9171428571428,1085.291,0.0,122895.62,116
2023-12-10,2023,12,December,4,10,6,Sunday,49,2,1,0,0,Method imagine seven.,Method imagine seven.,Salary,1705.22,Expense,0,1020.9147260273971,6162.6900000000005,33.17,944.6628571428572,1141.6166666666666,1.0,108775.47,113
2023-12-11,2023,12,December,4,11,0,Monday,50,2,0,0,0,Letter mind many.,Letter mind many.,Rent,1505.35,Expense,0,982.2750909090909,2376.72,1705.22,880.2828571428571,1136.058,1.0,136730.98,134
2023-12-13,2023,12,December,4,13,2,Wednesday,50,2,0,0,0,News american foreign.,News american foreign.,Health & Fitness,1940.59,Expense,0,955.2240789473684,4354.53,1505.35,1008.5085714285714,1137.431,2.0,113624.29,117
2023-12-14,2023,12,December,4,14,3,Thursday,50,2,0,0,0,Exist outside find wish.,Exist outside find wish.,Investment,3601.0,Income,1,2558.112676056338,3601.0,1940.59,1398.455714285714,1209.1346666666666,1.0,279545.0,110
2023-12-14,2023,12,December,4,14,3,Thursday,50,2,0,0,0,Network fact talk.,Network fact talk.,Entertainment,166.87,Expense,0,1036.1221678321679,2137.25,3601.0,1322.5742857142857,1134.9303333333335,0.0,110349.55,111
2023-12-18,2023,12,December,4,18,0,Monday,51,3,0,0,0,Thus sort.,Thus sort.,Salary,185.16,Expense,0,1020.9147260273971,6162.6900000000005,166.87,1305.3371428571427,1123.2486666666666,4.0,108960.63,114
2023-12-20,2023,12,December,4,20,2,Wednesday,51,3,0,0,0,Actually purpose public.,Actually purpose public.,Health & Fitness,246.23,Expense,0,955.2240789473684,4354.53,185.16,1335.7742857142855,1104.0230000000001,2.0,113870.52,118
2023-12-21,2023,12,December,4,21,3,Thursday,51,3,0,0,0,Mission put budget house.,Mission put budget house.,Food & Drink,214.26,Expense,0,1070.425436241611,3536.0,246.23,1122.78,1057.659,1.0,123109.88,117
2023-12-22,2023,12,December,4,22,4,Friday,51,4,0,0,0,Ask window full.,Ask window full.,Food & Drink,1653.56,Expense,0,1070.425436241611,3536.0,214.26,1143.952857142857,1106.1426666666666,1.0,124763.44,118
2023-12-23,2023,12,December,4,23,5,Saturday,51,4,1,0,0,Do interesting material.,Do interesting material.,Travel,1781.32,Expense,0,1059.3611875000001,1781.32,1653.56,1121.2,1164.5449999999998,1.0,129183.65,123
2023-12-25,2023,12,December,4,25,0,Monday,52,4,0,0,0,Event smile popular hundred live.,Event smile popular hundred live.,Salary,1901.21,Expense,0,1020.9147260273971,6162.6900000000005,1781.32,878.3728571428571,1121.5186666666666,2.0,110861.84,115
2023-12-26,2023,12,December,4,26,1,Tuesday,52,4,0,0,0,Memory challenge lawyer business.,Memory challenge lawyer business.,Food & Drink,1635.01,Expense,0,1070.425436241611,3536.0,1901.21,1088.107142857143,1112.3313333333333,1.0,126398.45,119
2023-12-27,2023,12,December,4,27,2,Wednesday,52,4,0,0,0,Discuss wall ahead scene.,Discuss wall ahead scene.,Health & Fitness,1124.7,Expense,0,955.2240789473684,4354.53,1635.01,1222.327142857143,1124.7706666666668,1.0,114995.22,119
2023-12-29,2023,12,December,4,29,4,Friday,52,5,0,0,0,Question will him quickly.,Question will him quickly.,Salary,1436.15,Expense,0,1020.9147260273971,6162.6900000000005,1124.7,1392.3157142857144,1145.7239999999997,2.0,112297.99,116
2023-12-29,2023,12,December,4,29,4,Friday,52,5,0,0,0,Perform benefit baby.,Perform benefit baby.,Salary,236.91,Expense,0,1020.9147260273971,6162.6900000000005,1436.15,1395.5514285714287,1097.8523333333333,0.0,112534.9,117
2023-12-29,2023,12,December,4,29,4,Friday,52,5,0,0,0,Society dark product make.,Society dark product make.,Entertainment,14.37,Expense,0,1036.1221678321679,2137.25,236.91,1161.3814285714286,1090.4986666666666,0.0,110363.92,112
2024-01-02,2024,1,January,1,2,1,Tuesday,1,1,0,0,0,Gas teacher national weight all.,Gas teacher national weight all.,Travel,1099.9,Expense,0,1059.3611875000001,6513.55,14.37,1064.0357142857142,1061.718,4.0,130283.55,124
2024-01-02,2024,1,January,1,2,1,Tuesday,1,1,0,0,0,Himself fire heavy.,Himself fire heavy.,Rent,101.1,Expense,0,982.2750909090909,1647.6699999999998,1099.9,806.8771428571429,1011.6946666666666,0.0,136832.08,135
2024-01-04,2024,1,January,1,4,3,Thursday,1,1,0,0,0,Allow news.,Allow news.,Investment,3852.0,Income,1,2558.112676056338,15132.0,101.1,1123.59,1112.1646666666668,2.0,283397.0,111
2024-01-04,2024,1,January,1,4,3,Thursday,1,1,0,0,0,Man care resource.,Man care resource.,Investment,2036.0,Income,1,2558.112676056338,15132.0,3852.0,1253.7757142857142,1139.1446666666666,0.0,285433.0,112
2024-01-07,2024,1,January,1,7,6,Sunday,1,1,1,0,0,Notice make.,Notice make.,Other,2266.0,Income,1,2726.7279411764707,7842.0,2036.0,1372.3257142857142,1202.3210000000001,3.0,283709.0,106
2024-01-09,2024,1,January,1,9,1,Tuesday,2,2,0,0,0,Occur live take media hot.,Occur live take media hot.,Entertainment,1436.41,Expense,0,1036.1221678321679,5456.07,2266.0,1543.6828571428573,1217.8236666666667,2.0,111800.33,113
2024-01-09,2024,1,January,1,9,1,Tuesday,2,2,0,0,0,Wife pay good within fly.,Wife pay good within fly.,Other,880.0,Income,1,2726.7279411764707,7842.0,1436.41,1667.3442857142857,1217.5913333333333,0.0,284589.0,107
2024-01-10,2024,1,January,1,10,2,Wednesday,2,2,0,0,0,And student give score agree.,And student give score agree.,Rent,1546.57,Expense,0,982.2750909090909,1647.6699999999998,880.0,1731.1542857142856,1249.1103333333333,1.0,138378.65,136
2024-01-11,2024,1,January,1,11,3,Thursday,2,2,0,0,0,Best generation group goal.,Best generation group goal.,Utilities,1928.07,Expense,0,935.2482165605096,6290.4,1546.57,1992.1499999999999,1248.179,1.0,123686.27,130
2024-01-11,2024,1,January,1,11,3,Thursday,2,2,0,0,0,Doctor fine be.,Doctor fine be.,Investment,4045.0,Income,1,2558.112676056338,15132.0,1928.07,2019.7214285714285,1348.2453333333333,0.0,289478.0,113
2024-01-11,2024,1,January,1,11,3,Thursday,2,2,0,0,0,Boy college mrs.,Boy college mrs.,Salary,1849.5,Expense,0,1020.9147260273971,3019.2799999999997,4045.0,1993.0785714285714,1380.8496666666665,0.0,114384.4,118
2024-01-12,2024,1,January,1,12,4,Friday,2,2,0,0,0,Price institution method inside.,Price institution method inside.,Utilities,1386.72,Expense,0,935.2482165605096,6290.4,1849.5,1867.4671428571426,1403.8056666666666,1.0,125072.99,131
2024-01-13,2024,1,January,1,13,5,Saturday,2,2,1,0,0,Onto worry help hope.,Onto worry help hope.,Investment,1348.0,Income,1,2558.112676056338,15132.0,1386.72,1854.8371428571427,1438.5449999999998,1.0,290826.0,114
2024-01-14,2024,1,January,1,14,6,Sunday,2,2,1,0,0,Space beyond.,Space beyond.,Health & Fitness,1013.18,Expense,0,955.2240789473684,3863.41,1348.0,1873.862857142857,1471.212,1.0,116008.4,120
2024-01-15,2024,1,January,1,15,0,Monday,3,3,0,0,0,Market specific property coach.,Market specific property coach.,Entertainment,554.46,Expense,0,1036.1221678321679,5456.07,1013.18,1732.1328571428571,1432.8533333333332,1.0,112354.79,114
2024-01-16,2024,1,January,1,16,1,Tuesday,3,3,0,0,0,Wide cut player wind.,Wide cut player wind.,Travel,911.16,Expense,0,1059.3611875000001,6513.55,554.46,1586.8600000000001,1413.047,1.0,131194.71,125
2024-01-16,2024,1,January,1,16,1,Tuesday,3,3,0,0,0,Degree enter father of source.,Degree enter father of source.,Other,4696.0,Income,1,2726.7279411764707,7842.0,911.16,1679.8600000000001,1504.8940000000002,0.0,289285.0,108
2024-01-16,2024,1,January,1,16,1,Tuesday,3,3,0,0,0,Behind front attack song little.,Behind front attack song little.,Health & Fitness,1426.63,Expense,0,955.2240789473684,3863.41,4696.0,1619.4500000000003,1432.4150000000002,0.0,117435.03,121
2024-01-17,2024,1,January,1,17,2,Wednesday,3,3,0,0,0,Somebody prepare few sound.,Somebody prepare few sound.,Entertainment,409.77,Expense,0,1036.1221678321679,5456.07,1426.63,1479.8857142857144,1440.5116666666665,1.0,112764.56,115
2024-01-19,2024,1,January,1,19,4,Friday,3,3,0,0,0,Material produce station visit environmental.,Material produce station visit environmental.,Utilities,1012.75,Expense,0,935.2482165605096,6290.4,409.77,1431.9928571428572,1468.0979999999997,2.0,126085.74,132
2024-01-19,2024,1,January,1,19,4,Friday,3,3,0,0,0,Table trade various risk art.,Table trade various risk art.,Health & Fitness,1423.6,Expense,0,955.2240789473684,3863.41,1012.75,1490.6242857142859,1507.3436666666666,0.0,118858.63,122
2024-01-19,2024,1,January,1,19,4,Friday,3,3,0,0,0,Finish increase economy middle public.,Finish increase economy middle public.,Travel,1376.36,Expense,0,1059.3611875000001,6513.55,1423.6,1608.0385714285715,1546.080333333333,0.0,132571.07,126
2024-01-19,2024,1,January,1,19,4,Friday,3,3,0,0,0,Thing physical might.,Thing physical might.,Utilities,1962.86,Expense,0,935.2482165605096,6290.4,1376.36,1758.2814285714285,1556.3903333333333,0.0,128048.6,133
2024-01-20,2024,1,January,1,20,5,Saturday,3,3,1,0,0,Leg drive second she.,Leg drive second she.,Salary,1169.78,Expense,0,1020.9147260273971,3019.2799999999997,1962.86,1254.5357142857142,1536.0056666666667,1.0,115554.18,119
2024-01-22,2024,1,January,1,22,0,Monday,4,4,0,0,0,Five store ask data.,Five store ask data.,Shopping,1351.74,Expense,0,979.205,1351.74,1169.78,1243.837142857143,1517.69,2.0,125078.33,129
2024-01-23,2024,1,January,1,23,1,Tuesday,4,4,0,0,0,Statement position either.,Statement position either.,Travel,1756.18,Expense,0,1059.3611875000001,6513.55,1351.74,1436.1814285714283,1521.729,1.0,134327.25,127
2024-01-24,2024,1,January,1,24,2,Wednesday,4,4,0,0,0,Draw change agree someone.,Draw change agree someone.,Food & Drink,1050.23,Expense,0,1070.425436241611,1774.01,1756.18,1441.5357142857142,1519.2466666666664,1.0,127448.68,120
2024-01-25,2024,1,January,1,25,3,Thursday,4,4,0,0,0,Magazine yard instead town.,Magazine yard instead town.,Investment,934.0,Income,1,2558.112676056338,15132.0,1050.23,1371.5928571428574,1502.5083333333334,1.0,291760.0,115
2024-01-26,2024,1,January,1,26,4,Friday,4,4,0,0,0,Evening ahead smile.,Evening ahead smile.,Entertainment,541.29,Expense,0,1036.1221678321679,5456.07,934.0,1252.297142857143,1512.6543333333332,1.0,113305.85,116
2024-01-26,2024,1,January,1,26,4,Friday,4,4,0,0,0,Compare system white magazine after.,Compare system white magazine after.,Travel,1369.95,Expense,0,1059.3611875000001,6513.55,541.29,1167.5957142857144,1557.8403333333333,0.0,135697.2,128
2024-01-26,2024,1,January,1,26,4,Friday,4,4,0,0,0,Own test too imagine.,Own test too imagine.,Investment,2917.0,Income,1,2558.112676056338,15132.0,1369.95,1417.1985714285713,1618.4103333333335,0.0,294677.0,116
2024-01-27,2024,1,January,1,27,5,Saturday,4,4,1,0,0,However style.,However style.,Food & Drink,723.78,Expense,0,1070.425436241611,1774.01,2917.0,1327.49,1639.1663333333333,1.0,128172.46,121
2024-01-28,2024,1,January,1,28,6,Sunday,4,4,1,0,0,Born same usually.,Born same usually.,Entertainment,1487.4,Expense,0,1036.1221678321679,5456.07,723.78,1289.0928571428572,1560.3463333333336,1.0,114793.25,117
2024-01-30,2024,1,January,1,30,1,Tuesday,5,5,0,0,0,Wear use edge this draw.,Wear use edge this draw.,Entertainment,1026.74,Expense,0,1036.1221678321679,5456.07,1487.4,1285.7371428571428,1526.7043333333334,2.0,115819.99,118
2024-02-01,2024,2,February,1,1,3,Thursday,5,1,0,1,0,Forget once hope security.,Forget once hope security.,Travel,1388.94,Expense,0,1059.3611875000001,3337.44,1026.74,1350.7285714285715,1497.4690000000003,2.0,137086.14,129
2024-02-06,2024,2,February,1,6,1,Tuesday,6,1,0,0,0,Design blood degree ever.,Design blood degree ever.,Other,3674.0,Income,1,2726.7279411764707,9047.0,1388.94,1798.2585714285713,1572.0553333333335,5.0,292959.0,109
2024-02-07,2024,2,February,1,7,2,Wednesday,6,1,0,0,0,Television argue mouth.,Television argue mouth.,Health & Fitness,1932.01,Expense,0,955.2240789473684,5037.45,3674.0,1878.5528571428572,1607.1223333333332,1.0,120790.64,123
2024-02-07,2024,2,February,1,7,2,Wednesday,6,1,0,0,0,Nation little east everyone.,Nation little east everyone.,Other,2163.0,Income,1,2726.7279411764707,9047.0,1932.01,1770.8385714285716,1627.6699999999998,0.0,295122.0,110
2024-02-10,2024,2,February,1,10,5,Saturday,6,2,1,0,0,Little happy final population.,Little happy final population.,Salary,1661.67,Expense,0,1020.9147260273971,3654.9700000000003,2163.0,1904.8228571428572,1618.79,3.0,117215.85,120
2024-02-10,2024,2,February,1,10,5,Saturday,6,2,1,0,0,Real small.,Real small.,Health & Fitness,1512.66,Expense,0,955.2240789473684,5037.45,1661.67,1908.4314285714286,1534.3786666666667,0.0,122303.3,124
2024-02-10,2024,2,February,1,10,5,Saturday,6,2,1,0,0,Need finally when.,Need finally when.,Entertainment,1554.53,Expense,0,1036.1221678321679,7197.09,1512.66,1983.8300000000002,1524.5463333333332,0.0,117374.52,119
2024-02-14,2024,2,February,1,14,2,Wednesday,7,2,0,0,0,Movement door kind.,Movement door kind.,Travel,903.14,Expense,0,1059.3611875000001,3337.44,1554.53,1914.43,1508.427,4.0,137989.28,130
2024-02-14,2024,2,February,1,14,2,Wednesday,7,2,0,0,0,Until truth feeling view.,Until truth feeling view.,Rent,382.08,Expense,0,982.2750909090909,1865.2799999999997,903.14,1444.1557142857143,1476.2296666666666,0.0,138760.73,137
2024-02-15,2024,2,February,1,15,3,Thursday,7,3,0,0,0,Decision three trouble.,Decision three trouble.,Investment,3590.0,Income,1,2558.112676056338,3590.0,382.08,1681.0114285714285,1562.1236666666666,1.0,298267.0,117
2024-02-16,2024,2,February,1,16,4,Friday,7,3,0,0,0,Smile ever bag single.,Smile ever bag single.,Other,2664.0,Income,1,2726.7279411764707,9047.0,3590.0,1752.5828571428572,1632.4416666666666,1.0,297786.0,111
2024-02-17,2024,2,February,1,17,5,Saturday,7,3,1,0,0,Say unit four institution.,Say unit four institution.,Other,546.0,Income,1,2726.7279411764707,9047.0,2664.0,1593.2014285714286,1620.2696666666666,1.0,298332.0,112
2024-02-19,2024,2,February,1,19,0,Monday,8,3,0,0,0,Recognize media goal.,Recognize media goal.,Utilities,89.48,Expense,0,935.2482165605096,927.1800000000001,546.0,1389.8899999999999,1466.719,2.0,128138.08,134
2024-02-21,2024,2,February,1,21,2,Wednesday,8,3,0,0,0,Law agree appear political.,Law agree appear political.,Food & Drink,1549.59,Expense,0,1070.425436241611,1787.8899999999999,89.48,1389.1842857142856,1470.8176666666666,2.0,129722.05,122
2024-02-21,2024,2,February,1,21,2,Wednesday,8,3,0,0,0,Able customer figure.,Able customer figure.,Travel,986.2,Expense,0,1059.3611875000001,3337.44,1549.59,1401.05,1490.032,0.0,138975.48,131
2024-02-21,2024,2,February,1,21,2,Wednesday,8,3,0,0,0,Book economic.,Book economic.,Health & Fitness,155.03,Expense,0,955.2240789473684,5037.45,986.2,1368.6142857142856,1461.4413333333334,0.0,122458.33,125
2024-02-22,2024,2,February,1,22,3,Thursday,8,4,0,0,0,Rate society floor long same.,Rate society floor long same.,Entertainment,1914.41,Expense,0,1036.1221678321679,7197.09,155.03,1129.2442857142858,1477.8016666666665,1.0,119288.93000000001,120
2024-02-23,2024,2,February,1,23,4,Friday,8,4,0,0,0,Reach step son.,Reach step son.,Utilities,837.7,Expense,0,935.2482165605096,927.1800000000001,1914.41,868.3442857142857,1459.8463333333336,1.0,128975.78,135
2024-02-23,2024,2,February,1,23,4,Friday,8,4,0,0,0,Increase consider.,Increase consider.,Rent,705.31,Expense,0,982.2750909090909,1865.2799999999997,837.7,891.1028571428571,1417.928,0.0,139466.04,138
2024-02-24,2024,2,February,1,24,5,Saturday,8,4,1,0,0,Cup red collection husband.,Cup red collection husband.,Salary,1993.3,Expense,0,1020.9147260273971,3654.9700000000003,705.31,1163.077142857143,1445.3786666666667,1.0,119209.15,121
2024-02-24,2024,2,February,1,24,5,Saturday,8,4,1,0,0,Difference way type positive phone.,Difference way type positive phone.,Health & Fitness,668.82,Expense,0,955.2240789473684,5037.45,1993.3,1037.2528571428572,1422.6146666666666,0.0,123127.15,126
2024-02-25,2024,2,February,1,25,6,Sunday,8,4,1,0,0,Employee become happy water bring.,Employee become happy water bring.,Food & Drink,238.3,Expense,0,1070.425436241611,1787.8899999999999,668.82,930.41,1372.0186666666666,1.0,129960.35,123
2024-02-27,2024,2,February,1,27,1,Tuesday,9,4,0,0,0,Significant up still management.,Significant up still management.,Entertainment,1809.95,Expense,0,1036.1221678321679,7197.09,238.3,1166.827142857143,1397.3426666666667,2.0,121098.88,121
2024-02-27,2024,2,February,1,27,1,Tuesday,9,4,0,0,0,Course technology site.,Course technology site.,Entertainment,1918.2,Expense,0,1036.1221678321679,7197.09,1809.95,1167.3685714285714,1430.1493333333335,0.0,123017.08,122
2024-02-27,2024,2,February,1,27,1,Tuesday,9,4,0,0,0,High issue deal democratic.,High issue deal democratic.,Health & Fitness,768.93,Expense,0,955.2240789473684,5037.45,1918.2,1157.5442857142857,1437.7373333333335,0.0,123896.08,127
2024-02-28,2024,2,February,1,28,2,Wednesday,9,4,0,0,0,Industry impact certainly.,Industry impact certainly.,Rent,777.89,Expense,0,982.2750909090909,1865.2799999999997,768.93,1167.912857142857,1418.002,1.0,140243.93,139
2024-02-29,2024,2,February,1,29,3,Thursday,9,5,0,0,1,Dog late eat.,Dog late eat.,Travel,59.16,Expense,0,1059.3611875000001,3337.44,777.89,891.607142857143,1322.7406666666664,1.0,139034.64,132
2024-03-02,2024,3,March,1,2,5,Saturday,9,1,1,0,0,Beat light the window.,Beat light the window.,Health & Fitness,1033.48,Expense,0,955.2240789473684,1033.48,59.16,943.7014285714286,1333.0639999999999,2.0,124929.56,128
2024-03-03,2024,3,March,1,3,6,Sunday,9,1,1,0,0,Require remain save.,Require remain save.,Salary,97.26,Expense,0,1020.9147260273971,2130.4,1033.48,923.5528571428571,1286.7259999999999,1.0,119306.41,122
2024-03-05,2024,3,March,1,5,1,Tuesday,10,1,0,0,0,Likely great paper.,Likely great paper.,Investment,1871.0,Income,1,2558.112676056338,5763.0,97.26,932.2742857142857,1314.868,2.0,300138.0,118
2024-03-05,2024,3,March,1,5,1,Tuesday,10,1,0,0,0,Believe arrive.,Believe arrive.,Entertainment,647.42,Expense,0,1036.1221678321679,4201.53,1871.0,750.7342857142858,1290.150666666667,0.0,123664.5,123
2024-03-06,2024,3,March,1,6,2,Wednesday,10,1,0,0,0,Provide car throughout american.,Provide car throughout american.,Entertainment,1731.25,Expense,0,1036.1221678321679,4201.53,647.42,888.2085714285714,1225.3923333333335,1.0,125395.75,124
2024-03-06,2024,3,March,1,6,2,Wednesday,10,1,0,0,0,College manage fund.,College manage fund.,Rent,419.1,Expense,0,982.2750909090909,419.1,1731.25,836.9528571428572,1174.962,0.0,140663.03,140
2024-03-06,2024,3,March,1,6,2,Wednesday,10,1,0,0,0,Effect people.,Effect people.,Food & Drink,1257.6,Expense,0,1070.425436241611,4584.88,419.1,1008.1585714285713,1144.782,0.0,131217.95,124
2024-03-07,2024,3,March,1,7,3,Thursday,10,1,0,0,0,Bed report item.,Bed report item.,Shopping,1296.66,Expense,0,979.205,1296.66,1257.6,1045.7557142857142,1132.615,1.0,126374.99,130
2024-03-07,2024,3,March,1,7,3,Thursday,10,1,0,0,0,Finish without.,Finish without.,Utilities,57.27,Expense,0,935.2482165605096,1553.31,1296.66,1040.0428571428572,1084.102,0.0,129033.05,136
2024-03-08,2024,3,March,1,8,4,Friday,10,2,0,0,0,Security unit executive.,Security unit executive.,Food & Drink,184.17,Expense,0,1070.425436241611,4584.88,57.27,799.0671428571429,1038.4233333333334,1.0,131402.12,125
2024-03-11,2024,3,March,1,11,0,Monday,11,2,0,0,0,Stop unit might job close.,Stop unit might job close.,Other,1077.0,Income,1,2726.7279411764707,1077.0,184.17,860.4357142857143,1044.2186666666666,3.0,299409.0,113
2024-03-13,2024,3,March,1,13,2,Wednesday,11,2,0,0,0,New type pm.,New type pm.,Entertainment,1822.86,Expense,0,1036.1221678321679,4201.53,1077.0,873.5228571428571,1092.2446666666667,2.0,127218.61,125
2024-03-15,2024,3,March,1,15,4,Friday,11,3,0,0,0,Country approach.,Country approach.,Salary,1264.13,Expense,0,1020.9147260273971,2130.4,1822.86,994.2414285714285,1014.7156666666667,2.0,120570.54,123
2024-03-16,2024,3,March,1,16,5,Saturday,11,3,1,0,0,Like clear.,Like clear.,Food & Drink,785.11,Expense,0,1070.425436241611,4584.88,1264.13,926.7428571428571,952.086,1.0,132187.23,126
2024-03-18,2024,3,March,1,18,0,Monday,12,3,0,0,0,Break time manager kid.,Break time manager kid.,Investment,1018.0,Income,1,2558.112676056338,5763.0,785.11,886.9342857142857,967.8193333333334,2.0,301156.0,119
2024-03-26,2024,3,March,1,26,1,Tuesday,13,4,0,0,0,Leader both rest challenge.,Leader both rest challenge.,Food & Drink,1404.76,Expense,0,1070.425436241611,4584.88,1018.0,1079.432857142857,1011.662,8.0,133591.99,127
2024-03-27,2024,3,March,1,27,2,Wednesday,13,4,0,0,0,Data exist.,Data exist.,Investment,2874.0,Income,1,2558.112676056338,5763.0,1404.76,1463.6942857142858,1055.809,1.0,304030.0,120
2024-03-28,2024,3,March,1,28,3,Thursday,13,4,0,0,0,State none production defense your.,State none production defense your.,Travel,1217.07,Expense,0,1059.3611875000001,1217.07,2874.0,1483.7042857142858,1063.5046666666667,1.0,140251.71,133
2024-03-29,2024,3,March,1,29,4,Friday,13,5,0,0,0,Short congress turn east marriage.,Short congress turn east marriage.,Salary,769.01,Expense,0,1020.9147260273971,2130.4,1217.07,1333.1542857142854,1083.9706666666668,1.0,121339.55,124
2024-03-30,2024,3,March,1,30,5,Saturday,13,5,1,0,0,Ago race quite hour.,Ago race quite hour.,Food & Drink,953.24,Expense,0,1070.425436241611,4584.88,769.01,1288.7414285714287,1051.9316666666666,1.0,134545.23,128
2024-03-30,2024,3,March,1,30,5,Saturday,13,5,1,0,0,Child ball store process.,Child ball store process.,Utilities,1496.04,Expense,0,935.2482165605096,1553.31,953.24,1390.302857142857,1073.8763333333334,0.0,130529.09,137
2024-04-03,2024,4,April,2,3,2,Wednesday,14,1,0,0,0,Western order accept wide prevent.,Western order accept wide prevent.,Travel,1920.67,Expense,0,1059.3611875000001,7108.02,1496.04,1519.2557142857142,1114.3883333333333,4.0,142172.38,134
2024-04-04,2024,4,April,2,4,3,Thursday,14,1,0,0,0,Water yourself trade someone.,Water yourself trade someone.,Other,591.0,Income,1,2726.7279411764707,13013.0,1920.67,1403.0042857142855,1067.645,1.0,300000.0,114
2024-04-06,2024,4,April,2,6,5,Saturday,14,1,1,0,0,Tell soon executive.,Tell soon executive.,Utilities,255.24,Expense,0,935.2482165605096,605.16,591.0,1028.8957142857143,1053.859,2.0,130784.33,138
2024-04-07,2024,4,April,2,7,6,Sunday,14,1,1,0,0,Natural own.,Natural own.,Other,4900.0,Income,1,2726.7279411764707,13013.0,255.24,1555.0285714285715,1209.249,1.0,304900.0,115
2024-04-08,2024,4,April,2,8,0,Monday,15,2,0,0,0,Effort drive side human.,Effort drive side human.,Rent,616.34,Expense,0,982.2750909090909,1564.52,4900.0,1533.2185714285715,1169.462,1.0,141279.37,141
2024-04-09,2024,4,April,2,9,1,Tuesday,15,2,0,0,0,Clear single expect.,Clear single expect.,Health & Fitness,431.36,Expense,0,955.2240789473684,1983.15,616.34,1458.6642857142858,1119.9006666666667,1.0,125360.92,129
